"id","name","parent_id","description","identifier","created_on"
525,"Bridgestone gumiszervizeknek promóció",428,"","bridgestone-gumiszervizeknek-promocio","2016-03-14 08:56:44"
526,"Bridgestone landing",428,"","bridgestone-landing","2016-03-14 09:03:58"
527,"Bridgestone pontgyűjtő",428,"","bridgestone-pontgyujto","2016-03-15 13:43:45"
528,"Chateau les Crostes",17,"","chateau-les-crostes","2016-03-15 17:02:29"
529,"Zoe bar",17,"<p>Logo design</p>","zoe-bar","2016-03-16 18:57:45"
530,"Roosevelt",374,"","roosevelt","2016-03-17 13:04:39"
531,"Banque Gonet",17,"<p>0. version design for a private bank.</p>","banque-gonet","2016-03-18 20:37:11"
532,"LEM",17,"<p>website for a company providing innovative and high quality solutions for measuring electrical parameters</p>","lem","2016-03-25 10:10:25"
533,"Platz",96,"","platz","2016-03-29 10:48:55"
534,"O-I Wine Vision",17,"","o-i-glass","2016-03-29 14:45:04"
535,"Coke Tesco - 2016.",81,"","coke-tesco-2016","2016-04-04 10:28:52"
536,"Starpower",NULL,"<p>Agency in L.A.</p>","starpower","2016-04-04 14:12:17"
537,"Love from Margot Foundation",536,"","love-from-margot-foundation","2016-04-04 14:15:11"
538,"Mike Murphy",536,"","mike-murphy","2016-04-04 14:57:16"
539,"Angular CMS",418,"","angular-cms","2016-04-06 11:20:49"
540,"Coke horeca waiter",81,"","coke-horeca-waiter","2016-04-06 17:37:21"
541,"PR Conference (Connectivity)",453,"<p>Logo and branding for the annual PR Department's conference.</p>","pr-conference","2016-04-07 14:39:04"
542,"Photo Corner",17,"","photo-corner","2016-04-07 15:07:44"
543,"Pharmanuntius",NULL,"","pharmanuntius","2016-04-08 13:11:42"
544," Agence KARACTER",17,"<p>branding and website for an event management agency</p>","agence-karacter","2016-04-11 09:53:24"
545,"My Green Energy",17,"<p>crowdfunding projects</p>","my-green-energy","2016-04-13 10:01:55"
546,"Immo-crowdfunding",545,"","immo-crowdfunding","2016-04-13 10:02:36"
547,"Renovip",17,"<p>Website for a construction company</p>","renovip","2016-04-14 10:33:41"
548,"M3 Real Estate",17,"<p>website for a real estate company</p>","m3-real-estate","2016-04-15 14:05:09"
549,"La Clinique des Alpes",17,"<p>Branding and website for a luxury rehabilitation hospital.</p>","la-clinique-des-alpes","2016-04-15 17:24:09"
550,"TÚK!",96,"<p>A Tanár Úr Kérem! zenekar arculatának és weboldalának tervezése.</p>","tuk","2016-04-20 10:05:58"
551,"Oil 2016",33,"","oil-2016","2016-04-20 13:16:03"
552,"WhiteShield",96,"","whiteshield","2016-04-26 11:12:33"
553,"Spar promóció 3. - 2016. nyár",371,"","spar-promocio-3-2016-junius","2016-04-28 13:25:33"
554,"Promenade Gardens",374,"","promenade-gardens","2016-05-04 10:18:43"
555,"Santoro webshop",58,"<p>santorowebshop.hu</p>","santoro-webshop","2016-05-04 13:41:45"
556,"ASA Turnkey Solutions",NULL,"","asa-turnkey-solutions","2016-05-06 14:19:59"
557,"Jump the line app",556,"","skip-the-line","2016-05-06 14:21:07"
558,"Tini Vagyok",96,"","tini-vagyok","2016-05-12 13:47:08"
559,"World of Waves",17,"<p>Website for a surfing club</p>","world-of-waves","2016-05-13 17:48:57"
560,"MinDigFoci",86,"","antenna-hungaria-2016-foci-jatek","2016-05-18 09:50:11"
561,"Aegon",33,"","aegon","2016-05-18 09:52:10"
562,"BJ Office",17,"<p>New website for an office interior designer and furnisher company.</p>","bj-office","2016-05-19 10:27:52"
563,"Félkarú rabló - 2016 foci-s",86,"","felkaru-rablo-2016-foci-s","2016-05-19 12:17:05"
564,"Loyal Gold",205,"","loyal-gold","2016-05-19 16:45:34"
565,"LATC-svg",205,"","latc-svg","2016-05-19 17:05:13"
566,"Urban Washers",17,"","urban-washers","2016-05-24 11:39:01"
567,"Dreher",584,"","dreher","2016-05-24 23:15:50"
568,"Valeomed",96,"","valeomed","2016-05-26 09:30:10"
569,"Siófood",417,"","siofood","2016-05-30 12:58:40"
570,"listamed.com",391,"","listamed","2016-05-30 14:17:07"
571,"GoldBerryPink",17,"","goldberrypink","2016-05-30 17:04:53"
572,"Szervita",96,"","szervita","2016-06-07 13:12:06"
573,"BSR center",374,"","bsr-center","2016-06-08 16:09:55"
574,"Arany Ászok",584,"","arany-aszok","2016-06-09 17:06:12"
575,"Hirdetés kalkulátor",687,"","hirdetes-kalkulator","2016-06-13 14:45:35"
576,"Kőbányai",584,"","kobanyai","2016-06-15 11:56:09"
577,"Burn 2016 nyár",83,"","burn-2016-nyar","2016-06-20 13:34:55"
581,"MayCo",17,"","mayco","2016-06-20 18:41:27"
582,"Coke Vodafone 2.0",81,"","coke-vodafone-2-0","2016-06-22 10:41:14"
583,"Stickers",96,"","stickers","2016-06-22 16:14:23"
584,"IS Innovative Solutions",96,"","is-innovative-solutions","2016-07-12 16:30:45"
585,"Transform Into Joy",536,"","transform-into-joy","2016-07-13 10:40:41"
586,"Formance",96,"","formance","2016-07-14 13:17:04"
587,"Danone Oikos",33,"","danone","2016-07-15 11:42:46"
588,"La Reserve Paris Apartment",228,"","la-reserve-paris-apartment","2016-07-19 13:31:48"
589,"PCR (Prestige Car Romand)",17,"<p><a class=\"external\" href=\"http://www.p-c-r.ch/\">http://www.p-c-r.ch/</a></p>","pcr-prestige-car-romand","2016-07-20 09:39:34"
590,"Foodster CH",417,"","foodster-ch","2016-07-20 15:16:10"
591,"Kozel",584,"","kozel","2016-07-20 16:17:50"
592,"Jouan de Rham",17,"<p>Vitrine website for a real estate company.</p>","jouan-de-rham","2016-07-20 17:59:56"
593,"Multibrand - 2016",371,"","johnson-johnson-multibrand","2016-07-21 15:18:02"
594,"easyredmine",174,"<p>új redmine hibák és feature requestek gyűjtőhelye</p>",594,"2016-07-27 08:50:43"
595,"Listov_HK",575,"",595,"2016-07-29 09:24:29"
596,"Penny Market",33,"",596,"2016-08-02 12:50:47"
597,"Hot wheels",584,"",597,"2016-08-05 14:48:58"
598,"EasyService",17,"",598,"2016-08-08 15:44:29"
599,"test2",598,"",599,"2016-08-08 15:44:15"
600,"test6",598,"",600,"2016-08-08 15:44:29"
601,"UR Capital",17,"",601,"2016-08-09 11:52:36"
602,"test2",601,"",602,"2016-08-09 11:52:23"
603,"test6",601,"",603,"2016-08-09 11:52:36"
604,"Fisher-Price",584,"",604,"2016-08-09 15:12:36"
605,"Conser Invest",17,"",605,"2016-08-10 08:15:54"
606,"test2",605,"",606,"2016-08-10 08:15:38"
607,"test6",605,"",607,"2016-08-10 08:15:54"
608,"Oodience",838,"",608,"2016-08-15 10:30:38"
609,"Risk Finance",96,"",609,"2016-08-17 07:52:39"
610,"Wear We Belong",17,"",610,"2016-08-17 09:19:07"
611,"test2",610,"",611,"2016-08-17 09:18:55"
612,"test6",610,"",612,"2016-08-17 09:19:07"
613,"Pick 2016 fogyasztói promóció",33,"",613,"2016-08-18 09:05:50"
614,"Mind2Body",17,"",614,"2016-08-19 14:35:55"
615,"test2",614,"",615,"2016-08-19 14:35:41"
616,"test6",614,"",616,"2016-08-19 14:35:55"
617,"Cocacolateszt",33,"",617,"2016-08-22 08:42:34"
618,"Inside Budapest",96,"",618,"2016-08-30 09:48:48"
619,"ACE & Company web 2.0",111,"",619,"2016-09-01 15:52:59"
620,"test2",619,"",620,"2016-09-01 15:52:46"
621,"test6",619,"",621,"2016-09-01 15:52:59"
622,"Custom body workshop",NULL,"",622,"2016-09-01 18:24:18"
623,"Les jardins d'Ehden",17,"",623,"2016-09-06 09:30:59"
624,"test2",623,"",624,"2016-09-06 09:30:43"
625,"test6",623,"",625,"2016-09-06 09:30:59"
626,"Coke Meal - 2016",81,"",626,"2016-09-10 12:59:15"
627,"Pick 2016 trade promóció",33,"",627,"2016-09-12 18:16:40"
628,"Horizon Development",374,"",628,"2016-09-16 16:11:40"
629,"Univer",33,"",629,"2016-09-20 16:35:59"
630,"Horváth Rozi brand site",33,"",630,"2016-09-21 11:28:19"
631,"Shay",NULL,"",631,"2016-09-26 08:54:38"
632,"MyDreams",631,"",632,"2016-09-26 08:54:49"
634,"Renov'up",17,"",634,"2016-09-27 08:34:04"
635,"test2",634,"",635,"2016-09-27 08:33:46"
636,"test6",634,"",636,"2016-09-27 08:34:04"
637,"Monoqi",17,"",637,"2016-09-29 11:43:23"
638,"test2",637,"",638,"2016-09-29 11:43:03"
639,"test6",637,"",639,"2016-09-29 11:43:23"
640,"Lions Club",17,"<p>centennial website for Lions Club on the occasion of their 100th birthday</p>",640,"2016-10-05 08:12:56"
641,"test2",640,"",641,"2016-10-05 08:12:36"
642,"test6",640,"",642,"2016-10-05 08:12:56"
643,"C5 base",NULL,"<p>C5-höz kapcsolódó fejlesztések</p>",643,"2016-10-06 09:12:31"
644,"Loyexpro",205,"",644,"2016-10-10 08:51:40"
645,"King Bau",96,"",645,"2016-10-11 08:48:04"
663,"MPO",17,"",663,"2016-10-13 09:53:31"
664,"8ways project test",NULL,"",664,"2016-10-13 09:54:50"
665,"Les Trois Phéniciens (Gibran, 3P)",17,"",665,"2016-10-14 15:25:54"
666,"digitLINE",96,"<p>Thomas-os projekt.</p>",666,"2016-10-17 12:55:52"
667,"MarkoCrackers",96,"<p>Thomas projektje, nem mi fejlesztettük.</p>",667,"2016-10-17 12:57:31"
668,"Pöttyös",33,"",668,"2016-10-18 11:30:41"
669,"Thomas projektjei",96,"",669,"2016-10-18 15:50:30"
670,"Burn Pimp Your House",83,"<p>info@burnpimpyourhouse.hu</p>",670,"2016-10-18 16:04:43"
672,"Barbie",96,"",672,"2016-10-25 08:04:42"
673,"RobToth",838,"",673,"2016-10-25 09:59:03"
674,"Inexto",17,"",674,"2016-10-26 08:26:12"
675,"LnL",96,"",675,"2016-10-26 12:01:20"
676,"8WAYS.HU",NULL,"",676,"2016-10-28 14:36:47"
677,"Ptilara",17,"",677,"2016-11-02 10:33:09"
678,"Stellar Lighting blog",350,"",678,"2016-11-08 17:04:38"
679,"Dubai",96,"",679,"2016-11-09 14:29:11"
680,"Dubai prezi",679,"",680,"2016-11-09 14:31:10"
681,"Készülj.hu",371,"",681,"2016-11-11 15:52:17"
682,"VALLAT Groupe",17,"",682,"2016-11-14 12:27:47"
683,"Ricola - 2017 tavasz",33,"",683,"2016-11-14 16:59:23"
684,"Prodiak.hu",96,"",684,"2016-11-15 22:52:57"
685,"Flottaman",96,"",685,"2016-11-17 17:27:15"
686,"Corgi (borntobe)",96,"",686,"2016-11-18 10:24:35"
687,"Hirdetési megoldások",96,"",687,"2016-11-18 14:11:13"
688,"Maggi",33,"",688,"2016-11-18 14:51:22"
689,"M2B",17,"",689,"2016-11-24 09:33:34"
690,"ONYX",17,"<p>Website for Wealth Management company</p>",690,"2016-11-24 11:47:52"
691,"EuroStreeFurniture",365,"",691,"2016-11-30 08:56:39"
692,"REWART",NULL,"",692,"2016-12-01 15:49:59"
693,"Aegon",692,"",693,"2016-12-01 15:52:33"
694,"Antenna Hungária",692,"",694,"2016-12-01 15:52:44"
695,"Alcatel",692,"",695,"2016-12-01 15:52:56"
696,"Bridgestone",692,"",696,"2016-12-01 15:53:25"
697,"Coke",692,"",697,"2016-12-01 15:53:32"
698,"Decathlon",692,"",698,"2016-12-01 15:53:39"
699,"Dr. Oetker",692,"",699,"2016-12-01 15:53:45"
700,"Friesland",692,"",700,"2016-12-01 15:53:53"
701,"Goodyear",692,"",701,"2016-12-01 15:54:00"
702,"JnJ",692,"",702,"2016-12-01 15:54:07"
703,"Kotányi",692,"",703,"2016-12-01 15:54:14"
704,"Magyar Termék",692,"",704,"2016-12-01 15:54:21"
705,"Nestlé",692,"",705,"2016-12-01 15:54:27"
706,"OIL Mabanaft",692,"",706,"2016-12-01 15:54:33"
707,"Pick",692,"",707,"2016-12-01 15:54:39"
708,"Ricola",692,"",708,"2016-12-01 15:54:45"
709,"Spar",692,"",709,"2016-12-01 15:54:50"
710,"Superkupon",692,"",710,"2016-12-01 15:54:59"
711,"Tchibo",692,"",711,"2016-12-01 15:55:04"
712,"Univer",692,"",712,"2016-12-01 15:55:09"
713,"Penny",692,"",713,"2016-12-01 15:55:14"
714,"Beiersdorf NIVEA",692,"",714,"2016-12-01 15:55:22"
715,"Baba-Mama Program",693,"",715,"2016-12-01 16:09:08"
716,"Aegon online",693,"",716,"2016-12-01 16:09:16"
717,"Aegon sales ösztönző",693,"",717,"2016-12-01 16:09:25"
718,"Antenna Hungária Loyalty program",694,"",718,"2016-12-01 16:09:46"
719,"Bridgestone Facebook",696,"",719,"2016-12-01 16:10:16"
720,"Bridgestone First Stop Facebook",696,"",720,"2016-12-01 16:10:22"
721,"Daytone árajánlat",696,"",721,"2016-12-01 16:10:28"
722,"Bridgestone adatbázis Call Center",696,"",722,"2016-12-01 16:10:33"
723,"Bridgestone Nyári",696,"",723,"2016-12-01 16:10:39"
724,"Bridgestone Téli",696,"",724,"2016-12-01 16:10:44"
725,"Coke summer promotion",697,"",725,"2016-12-01 16:10:54"
726,"Netre szomjazol? 3.0",697,"",726,"2016-12-01 16:11:00"
727,"BURN",697,"",727,"2016-12-01 16:11:07"
728,"Nestea",697,"",728,"2016-12-01 16:11:13"
729,"Coke játékszabályzat",697,"",729,"2016-12-01 16:11:19"
730,"Pöttyös",700,"",730,"2016-12-01 16:11:34"
731,"Frico",700,"",731,"2016-12-01 16:11:44"
732,"Goodyear Facebook",701,"",732,"2016-12-01 16:11:54"
733,"Goodyear Premio Facebook",701,"",733,"2016-12-01 16:12:00"
734,"Johnson&Johnson Get Ready promotion",702,"",734,"2016-12-01 16:12:12"
735,"Horváth Rozi site",703,"",735,"2016-12-01 16:12:25"
736,"Horváth Rozi Facebook",703,"",736,"2016-12-01 16:12:32"
737,"Horváth Rozi csomagolás design",703,"",737,"2016-12-01 16:12:38"
738,"Kotányi Facebook",703,"",738,"2016-12-01 16:13:37"
739,"KOTÁNYI Országos promóció",703,"<p>2017.10.20.-12.21.</p>",739,"2016-12-01 16:13:43"
740,"Kotányi WOM",703,"",740,"2016-12-01 16:13:48"
741,"Kotányi Séf Akadémia",703,"",741,"2016-12-01 16:13:53"
742,"Kotányi recept applikáció",703,"",742,"2016-12-01 16:13:58"
743,"Balaton",705,"",743,"2016-12-01 16:14:09"
744,"Maggi kocka",705,"",744,"2016-12-01 16:14:16"
745,"Pick digitális project",707,"",745,"2016-12-01 16:14:28"
746,"HERZ WOM",707,"",746,"2016-12-01 16:14:33"
747,"Ricola",708,"",747,"2016-12-01 16:15:00"
748,"Ricola nemzetközi",708,"",748,"2016-12-01 16:15:06"
749,"SPARKupon",709,"",749,"2016-12-01 16:15:15"
750,"Superkupon",710,"",750,"2016-12-01 16:15:31"
751,"Univer Star Wars",712,"",751,"2016-12-01 16:15:48"
754,"Karszalag kampány",715,"",754,"2016-12-02 14:42:39"
755,"REWART WEBSITE",692,"<p>REWART új WEBSITE</p>",755,"2016-12-02 15:37:40"
756,"8WAYS.CH",17,"",756,"2016-12-02 19:10:51"
757,"Aegon Karszalag",693,"",757,"2016-12-05 17:44:57"
758,"Adonis",17,"",758,"2016-12-06 13:57:08"
759,"Marenco",17,"",759,"2016-12-06 14:42:00"
761,"Danone Loyalty 2017",692,"",761,"2016-12-09 15:43:28"
762,"PICK Őszi 2016",707,"",762,"2016-12-12 10:20:13"
763,"Coke Spar",697,"",763,"2016-12-12 10:33:29"
764,"REWART FÜZET ",692,"",764,"2016-12-12 12:42:17"
765,"REWART XMAS ",692,"",765,"2016-12-12 14:16:16"
766,"Pilet & Renaud",17,"",766,"2016-12-13 08:14:07"
767,"Bamboo paper",96,"",767,"2016-12-13 09:08:21"
768,"Vállalkozz.info",458,"",768,"2016-12-14 09:11:35"
769,"SARANTIS",692,"",769,"2016-12-14 09:20:54"
770,"Bosquet Fleurs",17,"",770,"2016-12-21 11:11:47"
771,"DrivingCar",17,"",771,"2016-12-21 11:14:43"
772,"Goldberry",17,"",772,"2017-01-02 13:30:44"
773,"STATISZTIKA",692,"",773,"2017-01-02 15:15:54"
774,"Tissot Immobilier",17,"",774,"2017-01-03 14:47:01"
775,"Inexto web",674,"",775,"2017-01-05 08:38:11"
776,"PICK B2B loyalty 2017",707,"<p>WEB-SHOP alapú „Kereskedői  LOYALTY</p>",776,"2017-01-13 13:46:35"
778,"Areda",17,"",778,"2017-01-16 09:11:55"
779,"Caminoteca",423,"",779,"2017-01-17 13:24:04"
780,"Amram Capital",17,"",780,"2017-01-25 13:24:05"
781,"Sullana",17,"",781,"2017-01-17 16:43:15"
782,"Gelatiamo",33,"",782,"2017-01-19 13:17:04"
783,"Nutella",584,"",783,"2017-01-26 10:38:09"
784,"budmil",NULL,"",784,"2017-01-30 09:41:44"
785,"budmil",692,"",785,"2017-01-30 09:43:02"
786,"Color Dreams",96,"",786,"2017-01-30 09:57:11"
787,"FANTA",697,"",787,"2017-01-30 10:02:22"
788,"Rewart project template",NULL,"",788,"2017-01-30 12:50:22"
789,"Bonduelle",692,"",789,"2017-02-03 10:55:39"
790,"Bonduelle Loyalty 2.0 - Pontgyűjtő",789,"<p>Kereskedői pontgyűjtő füzet</p>s",790,"2017-02-03 10:56:40"
791,"Landliebe",700,"",791,"2017-02-03 12:42:21"
792,"Alcatel",33,"",792,"2017-02-06 08:32:25"
793,"Máté fotó optika",96,"",793,"2017-02-06 09:21:27"
794,"Ad Village",96,"",794,"2017-02-06 13:20:19"
795,"8ways project template",17,"",795,"2017-02-06 17:40:19"
796,"SanaNeo",17,"",796,"2017-02-06 17:41:01"
797,"REWART WEBSITE Folytat",755,"",797,"2017-02-08 07:27:45"
798,"Sauber",423,"",798,"2017-02-08 08:27:13"
799,"Magyar Termék",33,"",799,"2017-02-09 09:44:11"
800,"Egyéni feladatok",NULL,"",800,"2017-02-14 10:45:26"
801,"Apollo Energy Gum",584,"",801,"2017-02-14 13:30:52"
802,"NCP1 2017",727,"<p>Burn tavaszi fesztiválos promó</p>",802,"2017-02-14 15:30:34"
803,"Leaderspa",NULL,"",803,"2017-02-14 16:23:21"
804,"Probond - MK",161,"<p>A megrendeléskezelőnek készülő subproject.</p>",804,"2017-02-15 15:10:03"
805,"AdEaters",96,"",805,"2017-02-16 20:44:34"
806,"Interiman",17,"",806,"2017-02-20 09:07:31"
807,"Euromedic",692,"",807,"2017-02-20 14:46:54"
808,"Horváth Rozi régiós promó",703,"",808,"2017-02-22 12:39:35"
809,"Car saddles",96,"",809,"2017-02-23 15:44:51"
810,"Burn Light up your summer",83,"",810,"2017-03-01 15:48:29"
811,"Clinique Podologique",17,"",811,"2017-03-03 14:21:49"
812,"Euromedic",33,"",812,"2017-03-06 12:35:38"
813,"Kertvédelem",96,"",813,"2017-03-07 15:15:47"
814,"Rewart project template",NULL,"",814,"2017-01-30 12:50:22"
816,"Ragonese",692,"",816,"2017-03-14 07:20:45"
817,"BSS",NULL,"",817,"2017-03-16 09:04:02"
818,"Buda Gardens",374,"",818,"2017-03-20 11:21:20"
820,"Rewart project template",96,"",820,"2017-03-20 14:02:32"
821,"Koffeinservice",5,"",821,"2017-03-21 09:36:13"
822,"Prevot",NULL,"",822,"2017-03-22 08:59:57"
823,"Coty",692,"",823,"2017-03-22 10:16:42"
824,"Coke&Grill",697,"<p>2017.06-07.</p><p>60 nap</p><p>multipack fóliájában található egyedi kód feltöltése napi és heti nyereményekkel</p><p>kooperáció: Weber és Kotányi</p>",824,"2017-03-22 12:24:42"
825,"Coke grill",81,"",825,"2017-03-23 13:09:21"
826,"IDUN LOOR",17,"",826,"2017-03-30 08:47:53"
827,"Boudo Art",96,"",827,"2017-03-29 08:42:41"
828,"We Love Kreatív",692,"",828,"2017-03-30 09:28:06"
829,"Coke summer",81,"",829,"2017-03-31 09:02:50"
830,"Békatutaj",NULL,"",830,"2017-04-05 09:12:47"
831,"Redmine Tracker",418,"<p>Download: NAS/l/projects/GBaRT/RedmineTracker/</p><p>Web: http://redminefrontend.web02.dev7.gbart.hu/tracker/#!/</p><p> </p>",831,"2017-04-07 12:57:06"
832,"Tracker",NULL,"",832,"2017-04-10 07:54:28"
833,"Thyssenkrupp-Stainless",96,"",833,"2017-04-10 12:17:56"
834,"Horváth Rozi - régiós promó",33,"",834,"2017-04-12 07:48:21"
835,"Rewart test project",NULL,"",835,"2017-04-12 08:20:10"
836,"Mesterkonyha",458,"",836,"2017-04-18 08:11:06"
837,"Argento",96,"",837,"2017-04-18 13:02:15"
838,"Rob",NULL,"",838,"2017-04-19 12:38:15"
839,"OONU",838,"",839,"2017-04-19 12:40:02"
840,"Playground",NULL,"<p>This is a project for testing tools which using the Redmine API</p>",840,"2017-04-21 12:07:27"
841,"Dreher 2017",584,"",841,"2017-04-21 15:30:59"
842,"Risk Finance microsite",609,"",842,"2017-04-25 08:08:52"
843,"AdEaters Landing page",805,"",843,"2017-04-25 14:30:27"
844,"Ozzie",NULL,"",844,"2017-04-26 06:59:24"
845,"CIF-Doing Good",697,"",845,"2017-04-28 12:04:27"
846,"Detki",NULL,"",846,"2017-05-03 09:23:14"
847,"Vizes VB",694,"",847,"2017-05-05 08:37:12"
848,"GBART Tracker",NULL,"<p>Ez a tracker és az ahhozkapcsolódó feladatok projektje</p>",848,"2017-05-05 09:53:21"
849,"Uzemeltetes",418,"",849,"2017-05-05 12:24:28"
850,"Karácsonyi promóció",699,"",850,"2017-05-10 08:36:23"
851,"Epayzz",508,"",851,"2017-05-11 08:36:55"
852,"Mary-Ker Pasta",692,"",852,"2017-05-11 12:28:15"
853,"Coke Telekom",81,"",853,"2017-05-11 15:59:11"
854,"AdEaters Dubai",805,"",854,"2017-05-12 09:34:14"
855,"Lamborghini",17,"",855,"2017-05-16 07:11:23"
856,"Q10",714,"",856,"2017-05-18 11:10:43"
857,"8ways sub",664,"",857,"2017-05-18 13:57:55"
858,"TeenInk",NULL,"",858,"2017-05-18 20:39:54"
859,"Ricola 2017-2018",708,"",859,"2017-05-19 14:32:01"
860,"Vizes VB",86,"",860,"2017-05-22 14:17:54"
861,"Arany Ászok 2017",584,"",861,"2017-05-24 15:06:43"
862,"Ripli Zsuzsanna",458,"",862,"2017-05-29 09:55:13"
863,"Herz SPAR ",707,"",863,"2017-05-30 12:37:54"
864,"hotmomsclub.com",838,"",864,"2017-05-31 18:24:10"
865,"Általános promós kérések",692,"",865,"2017-06-01 07:22:23"
866,"NaturAqua Emotion",697,"",866,"2017-06-02 11:34:10"
867,"Axbo",38,"",867,"2017-06-07 09:58:30"
868,"Kőbányai 2017",584,"",868,"2017-06-09 11:50:26"
869,"Cappy",33,"",869,"2017-06-13 15:46:12"
870,"Mars",692,"",870,"2017-06-14 13:16:35"
871,"Logitech 2017 - F1",69,"",871,"2017-06-15 13:59:15"
872,"Family Beach",96,"",872,"2017-06-21 13:19:23"
873,"Naturaqua Emotion",33,"",873,"2017-06-26 10:44:39"
874,"Horváth Rozi országos promó",703,"",874,"2017-07-04 09:03:22"
875,"Korostej Hajdu sajt",692,"",875,"2017-07-04 12:16:45"
876,"Five4success",33,"",876,"2017-07-05 16:06:19"
877,"Landliebe",33,"",877,"2017-07-05 19:11:19"
878,"Enchantimals",584,"",878,"2017-07-07 12:22:25"
879,"Glo-Story",96,"",879,"2017-07-11 13:46:06"
880,"Kotányi",33,"",880,"2017-07-20 11:26:16"
881,"Hungaropharma",692,"",881,"2017-07-20 13:04:00"
882,"Austin.com",838,"",882,"2017-07-21 08:52:34"
883,"Horváth Rozi országos promóció",33,"",883,"2017-07-28 08:30:20"
884,"Partyssimo",96,"",884,"2017-08-02 07:04:46"
885,"Hajdú sajt",33,"",885,"2017-08-02 09:38:09"
886,"Iván Fenyő",838,"",886,"2017-08-07 16:33:57"
888,"Cappy 2018",697,"",888,"2017-08-15 13:52:46"
889,"Ristorante pizza&Coca-Cola",692,"",889,"2017-08-15 13:58:51"
890,"Terápia Másképp (demo project)",96,"<p>http://terapiamaskepp.hu/</p><p>1st template project</p>",890,"2017-08-18 07:49:42"
891,"Pick 2017 - Együtt egy asztalnál",33,"",891,"2017-08-23 09:11:28"
892,"Ricola - 2017 ősz",33,"",892,"2017-08-23 14:35:49"
893,"Bridgestone vásárlói promóció 2017",428,"",893,"2017-08-28 08:05:55"
894,"PrestaShop base 1.7.x",352,"<p>A projekt a <a href=\"http://http://prestabase17.staging.web05.dev.gbart.hu/admin-dev\">http://http://prestabase17.staging.web05.dev.gbart.hu/admin-dev</a> alatt elérhető alaprendszerhez kapcsolódó feladatok gyűjtője.</p>",894,"2017-08-28 14:04:02"
895,"PICK 2017 - Közös családi pillanatok promó",707,"",895,"2017-08-30 11:34:40"
896,"HARRIS",NULL,"",896,"2017-09-04 10:04:01"
897,"Paid Surveys at Home",896,"",897,"2017-09-04 10:04:37"
898,"Click4Surveys",896,"",898,"2017-09-04 10:34:56"
899,"Opportunity Trade",96,"",899,"2017-09-05 09:33:40"
900,"Kotányi országos promóció",880,"",900,"2017-09-06 11:46:43"
901,"Hungaropharma",33,"",901,"2017-09-07 08:24:08"
902,"Schlumberger /Tradeforce",692,"<p>AP kódos promó a Tesco-ban, a Schlumberger pezsgőnek</p>",902,"2017-09-07 10:59:29"
903,"Dr. Oetker Ristorante pizza&Coke co-promo",699,"",903,"2017-09-08 08:47:28"
904,"Teszt_0918",692,"",904,"2017-09-18 07:47:12"
905,"Buffalo Antique",96,"",905,"2017-09-21 08:05:26"
906,"Magyar Termék 2018",704,"",906,"2017-09-25 14:35:50"
907,"4MyDog Store",96,"",907,"2017-09-26 16:04:50"
